Compound,Date,Negative,Neutral,Positive,Tweets Ago,Username
0.0,Wed Apr 11 22:02:55 +0000 2018,0.0,1.0,0.0,397,@Fox
0.0,Wed Apr 11 22:01:41 +0000 2018,0.0,1.0,0.0,398,@Fox
0.5106,Wed Apr 11 21:59:41 +0000 2018,0.0,0.765,0.235,399,@Fox
0.0,Wed Apr 11 21:59:04 +0000 2018,0.0,1.0,0.0,400,@Fox
-0.5106,Fri Apr 13 23:17:04 +0000 2018,0.202,0.798,0.0,401,@NYTimes
-0.6815,Fri Apr 13 23:02:04 +0000 2018,0.336,0.664,0.0,402,@NYTimes
0.0,Fri Apr 13 22:47:02 +0000 2018,0.0,1.0,0.0,403,@NYTimes
-0.4939,Fri Apr 13 22:32:04 +0000 2018,0.138,0.862,0.0,404,@NYTimes
0.5158,Fri Apr 13 22:17:03 +0000 2018,0.112,0.665,0.223,405,@NYTimes
0.0,Fri Apr 13 22:07:00 +0000 2018,0.0,1.0,0.0,406,@NYTimes
-0.5267,Fri Apr 13 21:56:00 +0000 2018,0.175,0.825,0.0,407,@NYTimes
0.0,Fri Apr 13 21:46:05 +0000 2018,0.0,1.0,0.0,408,@NYTimes
-0.128,Fri Apr 13 21:31:06 +0000 2018,0.07,0.93,0.0,409,@NYTimes
-0.8555,Fri Apr 13 21:16:05 +0000 2018,0.331,0.669,0.0,410,@NYTimes
-0.7845,Fri Apr 13 21:01:02 +0000 2018,0.317,0.683,0.0,411,@NYTimes
0.1613,Fri Apr 13 20:43:14 +0000 2018,0.085,0.768,0.147,412,@NYTimes
0.0,Fri Apr 13 20:42:15 +0000 2018,0.0,1.0,0.0,413,@NYTimes
0.0,Fri Apr 13 20:26:57 +0000 2018,0.0,1.0,0.0,414,@NYTimes
0.0,Fri Apr 13 20:18:11 +0000 2018,0.0,1.0,0.0,415,@NYTimes
0.0,Fri Apr 13 20:16:35 +0000 2018,0.0,1.0,0.0,416,@NYTimes
0.0,Fri Apr 13 20:01:03 +0000 2018,0.0,1.0,0.0,417,@NYTimes
0.0,Fri Apr 13 19:53:30 +0000 2018,0.0,1.0,0.0,418,@NYTimes
0.5267,Fri Apr 13 19:53:03 +0000 2018,0.0,0.833,0.167,419,@NYTimes
-0.25,Fri Apr 13 19:46:50 +0000 2018,0.1,0.9,0.0,420,@NYTimes
-0.5106,Fri Apr 13 23:17:04 +0000 2018,0.202,0.798,0.0,421,@NYTimes
-0.6815,Fri Apr 13 23:02:04 +0000 2018,0.336,0.664,0.0,422,@NYTimes
0.0,Fri Apr 13 22:47:02 +0000 2018,0.0,1.0,0.0,423,@NYTimes
-0.4939,Fri Apr 13 22:32:04 +0000 2018,0.138,0.862,0.0,424,@NYTimes
0.5158,Fri Apr 13 22:17:03 +0000 2018,0.112,0.665,0.223,425,@NYTimes
0.0,Fri Apr 13 22:07:00 +0000 2018,0.0,1.0,0.0,426,@NYTimes
-0.5267,Fri Apr 13 21:56:00 +0000 2018,0.175,0.825,0.0,427,@NYTimes
0.0,Fri Apr 13 21:46:05 +0000 2018,0.0,1.0,0.0,428,@NYTimes
-0.128,Fri Apr 13 21:31:06 +0000 2018,0.07,0.93,0.0,429,@NYTimes
-0.8555,Fri Apr 13 21:16:05 +0000 2018,0.331,0.669,0.0,430,@NYTimes
-0.7845,Fri Apr 13 21:01:02 +0000 2018,0.317,0.683,0.0,431,@NYTimes
0.1613,Fri Apr 13 20:43:14 +0000 2018,0.085,0.768,0.147,432,@NYTimes
0.0,Fri Apr 13 20:42:15 +0000 2018,0.0,1.0,0.0,433,@NYTimes
0.0,Fri Apr 13 20:26:57 +0000 2018,0.0,1.0,0.0,434,@NYTimes
0.0,Fri Apr 13 20:18:11 +0000 2018,0.0,1.0,0.0,435,@NYTimes
0.0,Fri Apr 13 20:16:35 +0000 2018,0.0,1.0,0.0,436,@NYTimes
0.0,Fri Apr 13 20:01:03 +0000 2018,0.0,1.0,0.0,437,@NYTimes
0.0,Fri Apr 13 19:53:30 +0000 2018,0.0,1.0,0.0,438,@NYTimes
0.5267,Fri Apr 13 19:53:03 +0000 2018,0.0,0.833,0.167,439,@NYTimes
-0.25,Fri Apr 13 19:46:50 +0000 2018,0.1,0.9,0.0,440,@NYTimes
-0.6486,Fri Apr 13 19:31:08 +0000 2018,0.469,0.531,0.0,441,@NYTimes
0.1531,Fri Apr 13 19:21:02 +0000 2018,0.096,0.783,0.122,442,@NYTimes
0.6124,Fri Apr 13 19:15:01 +0000 2018,0.0,0.783,0.217,443,@NYTimes
0.5267,Fri Apr 13 19:01:03 +0000 2018,0.0,0.815,0.185,444,@NYTimes
-0.5719,Fri Apr 13 18:51:02 +0000 2018,0.163,0.837,0.0,445,@NYTimes
0.0772,Fri Apr 13 18:41:20 +0000 2018,0.198,0.593,0.209,446,@NYTimes
-0.0173,Fri Apr 13 18:21:47 +0000 2018,0.128,0.747,0.125,447,@NYTimes
-0.3182,Fri Apr 13 18:17:06 +0000 2018,0.195,0.684,0.121,448,@NYTimes
-0.34,Fri Apr 13 18:01:05 +0000 2018,0.107,0.893,0.0,449,@NYTimes
-0.4215,Fri Apr 13 17:46:02 +0000 2018,0.157,0.72,0.123,450,@NYTimes
-0.7783,Fri Apr 13 17:31:07 +0000 2018,0.245,0.755,0.0,451,@NYTimes
-0.4215,Fri Apr 13 17:16:05 +0000 2018,0.226,0.774,0.0,452,@NYTimes
0.0,Fri Apr 13 17:01:03 +0000 2018,0.0,1.0,0.0,453,@NYTimes
-0.7351,Fri Apr 13 16:46:06 +0000 2018,0.292,0.708,0.0,454,@NYTimes
-0.4404,Fri Apr 13 16:31:07 +0000 2018,0.132,0.868,0.0,455,@NYTimes
0.0,Fri Apr 13 16:16:04 +0000 2018,0.0,1.0,0.0,456,@NYTimes
0.0,Fri Apr 13 16:01:05 +0000 2018,0.0,1.0,0.0,457,@NYTimes
0.4215,Fri Apr 13 15:43:04 +0000 2018,0.0,0.865,0.135,458,@NYTimes
0.34,Fri Apr 13 15:29:11 +0000 2018,0.0,0.882,0.118,459,@NYTimes
0.0,Fri Apr 13 15:25:04 +0000 2018,0.0,1.0,0.0,460,@NYTimes
0.0,Fri Apr 13 15:21:07 +0000 2018,0.0,1.0,0.0,461,@NYTimes
-0.7184,Fri Apr 13 15:11:30 +0000 2018,0.292,0.708,0.0,462,@NYTimes
-0.6486,Fri Apr 13 14:47:01 +0000 2018,0.29,0.609,0.1,463,@NYTimes
0.0516,Fri Apr 13 14:31:04 +0000 2018,0.142,0.708,0.15,464,@NYTimes
-0.7003,Fri Apr 13 14:15:06 +0000 2018,0.345,0.655,0.0,465,@NYTimes
0.5719,Fri Apr 13 13:59:04 +0000 2018,0.0,0.783,0.217,466,@NYTimes
-0.4939,Fri Apr 13 13:45:07 +0000 2018,0.158,0.842,0.0,467,@NYTimes
0.7003,Fri Apr 13 13:30:08 +0000 2018,0.0,0.766,0.234,468,@NYTimes
0.4767,Fri Apr 13 13:14:05 +0000 2018,0.0,0.86,0.14,469,@NYTimes
0.0,Fri Apr 13 13:00:12 +0000 2018,0.0,1.0,0.0,470,@NYTimes
0.0,Fri Apr 13 12:57:27 +0000 2018,0.0,1.0,0.0,471,@NYTimes
-0.5994,Fri Apr 13 12:45:08 +0000 2018,0.234,0.766,0.0,472,@NYTimes
-0.2263,Fri Apr 13 12:31:04 +0000 2018,0.106,0.894,0.0,473,@NYTimes
-0.4019,Fri Apr 13 12:15:08 +0000 2018,0.188,0.735,0.078,474,@NYTimes
0.0,Fri Apr 13 12:00:10 +0000 2018,0.0,1.0,0.0,475,@NYTimes
0.0,Fri Apr 13 11:45:06 +0000 2018,0.0,1.0,0.0,476,@NYTimes
0.2732,Fri Apr 13 11:30:09 +0000 2018,0.0,0.9,0.1,477,@NYTimes
-0.7579,Fri Apr 13 11:20:07 +0000 2018,0.262,0.684,0.053,478,@NYTimes
-0.7906,Fri Apr 13 11:11:05 +0000 2018,0.38,0.52,0.1,479,@NYTimes
-0.4215,Fri Apr 13 11:00:08 +0000 2018,0.157,0.843,0.0,480,@NYTimes
-0.7003,Fri Apr 13 10:46:01 +0000 2018,0.225,0.775,0.0,481,@NYTimes
0.0,Fri Apr 13 10:30:06 +0000 2018,0.0,1.0,0.0,482,@NYTimes
-0.4215,Fri Apr 13 10:15:02 +0000 2018,0.135,0.865,0.0,483,@NYTimes
0.0,Fri Apr 13 10:05:04 +0000 2018,0.0,1.0,0.0,484,@NYTimes
0.5423,Fri Apr 13 10:00:08 +0000 2018,0.0,0.72,0.28,485,@NYTimes
-0.3818,Fri Apr 13 09:45:06 +0000 2018,0.12,0.88,0.0,486,@NYTimes
0.6597,Fri Apr 13 09:30:04 +0000 2018,0.0,0.779,0.221,487,@NYTimes
0.1027,Fri Apr 13 09:15:07 +0000 2018,0.102,0.777,0.121,488,@NYTimes
-0.743,Fri Apr 13 09:00:13 +0000 2018,0.259,0.741,0.0,489,@NYTimes
-0.2023,Fri Apr 13 08:46:03 +0000 2018,0.12,0.8,0.08,490,@NYTimes
0.4215,Fri Apr 13 08:30:13 +0000 2018,0.0,0.865,0.135,491,@NYTimes
-0.8591,Fri Apr 13 08:15:10 +0000 2018,0.422,0.578,0.0,492,@NYTimes
-0.5106,Fri Apr 13 08:02:03 +0000 2018,0.148,0.852,0.0,493,@NYTimes
0.3291,Fri Apr 13 07:47:05 +0000 2018,0.0,0.89,0.11,494,@NYTimes
-0.1027,Fri Apr 13 07:32:04 +0000 2018,0.069,0.931,0.0,495,@NYTimes
0.5423,Fri Apr 13 07:16:05 +0000 2018,0.0,0.844,0.156,496,@NYTimes
0.3612,Fri Apr 13 07:09:22 +0000 2018,0.0,0.762,0.238,497,@NYTimes
0.0,Fri Apr 13 07:02:03 +0000 2018,0.0,1.0,0.0,498,@NYTimes
0.0,Fri Apr 13 06:35:33 +0000 2018,0.0,1.0,0.0,499,@NYTimes
0.0,Fri Apr 13 06:20:38 +0000 2018,0.0,1.0,0.0,500,@NYTimes
